id,raw_no,category,year,event_name,period,start_date,end_date,venue,host,organizer,phone,fax,email,homepage
1132,1132,전시회,2016,제12회 동아 홈&리빙 페어/제9회 동아 판촉 및 선물용품(기프트쇼) 박람회/제7회 동아 차・공예박람회,2016.08.25~2016.08.28,2016-08-25,2016-08-28,전시홀 5,(주)동아전람,(주)동아전람,02-780-0366,02-780-0368,dongaf@naver.com,"www.dong-afairs.co.kr "
1133,1133,전시회,2016,제42회 MBC건축박람회/2016 동아 냉・난방 및 건축설비박람회,2016.08.25~2016.08.28,2016-08-25,2016-08-28,"전시홀 3,전시홀 4",(주)동아전람,(주)동아전람,02-780-0366,02-780-0368,dongaf@naver.com,www.dong-afairs.co.kr
1134,1134,전시회,2016,2016 경기도 무형문화재 대축제,2016.08.26~2016.08.28,2016-08-26,2016-08-28,"전시홀 1A,전시홀 1B",(사)경기무형문화재총연합회,(사)경기무형문화재총연합회,02-507-5825,02-507-5824,gsih8912@naver.com,www.ggmaster.or.kr
1135,1135,전시회,2016,2016 경기도 미래첨단 교통안전 엑스포,2016.09.01~2016.09.02,2016-09-01,2016-09-02,전시홀 4,"경기도, 경기도의회",킨텍스,031-995-8283,031-995-8785,ts2016@kintex.com,http://blog.naver.com/criss_park/220784058989
1136,1136,전시회,2016,2016 오토모티브위크		,2016.09.02~2016.09.04,2016-09-02,2016-09-04,"전시홀 1,전시홀 2,전시홀 3",오토모티브위크 조직위원회,"전국자동차검사정비사업조합연합회, 한국자동차기술인협회, 한국자동차튜너협회, KINTEX	",031-995-8097,031-995-8082,auto@kintex.com,http://www.automotiveweek.co.kr
1137,1137,전시회,2016,2016 글로벌 소재부품 산업대전 		,2016.09.20~2016.09.22,2016-09-20,2016-09-22,전시홀 3B,"(주)킨텍스, 경연전람","KINTEX, KYUNGYON, 코트라, 한국산업단지공단		",031-810-8739,031-810-8088,"imac@kintex.com ",www.imac21.co.kr
1138,1138,전시회,2016,"스마트 시티 이노베이션 서밋 아시아 2016 ",2016.09.20~2016.09.22,2016-09-20,2016-09-22,전시홀 3A,"킨텍스, 테크커넥트","킨텍스, 테크커넥트  ",031-995-8740,031-995-8088,sunny_kintex@kintex.com,http://smartcityasia.net/2016/
1139,1139,전시회,2016,2016 지역희망박람회,2016.09.28~2016.10.01,2016-09-28,2016-10-01,전시홀 5,"지역발전위원회, 17개 시도, 14개 부처",한국산업기술진흥원,02-6009-3750,02-6009-3759,ywjung@kiat.or.kr,http://happyregion.kr/
1140,1140,전시회,2016,2016 코리아 홈앤리빙페어,2016.10.06~2016.10.09,2016-10-06,2016-10-09,전시홀 3,(주)이앤애드,,042-538-4002,042-538-4120,enad@enad.kr,www.homelivingfestival.kr
1141,1141,전시회,2016,제14회 코베 베이비페어,2016.10.06~2016.10.09,2016-10-06,2016-10-09,"전시홀 4,전시홀 5",(주)이가전람,(주)이가전람,02-1544-6071,0505-299-6708,sp@cof.co.kr,http://cobe.co.kr
1142,1142,전시회,2016,2016 카페&베이커리 페어,2016.10.06~2016.10.09,2016-10-06,2016-10-09,전시홀 1,주식회사 미래전람,,02-2238-0346,02-2238-0348,cafe_bakery@naver.com,www.cafenbakeryfair.com
1143,1143,전시회,2016,2016 호텔&레스토랑 산업전,2016.10.06~2016.10.09,2016-10-06,2016-10-09,전시홀 2,(주)미래전람,(주)미래전람,02-2238-0346,02-2238-0348,Horex2014@naver.com,www.horex.co.kr
1144,1144,이벤트,2016,tvN10 Festival / tvN10 Awards,2016.10.08~2016.10.09,2016-10-08,2016-10-09,"전시홀 9A,전시홀 9B",씨제이이앤엠(주),씨제이이앤엠,02-371-5501,02-371-6845,tvn10.festival@cj.net,www.cj.net
1145,1145,전시회,2016,2016 기상기후산업박람회,2016.10.12~2016.10.14,2016-10-12,2016-10-14,전시홀 10A,기상청,"한국기상산업진흥원,에너지경제",02-6111-8804,02-6111-8805,meteoexhi@naver.com,http://meteoexhi.kr
1146,1146,전시회,2016,2016 로보월드,2016.10.12~2016.10.16,2016-10-12,2016-10-16,"전시홀 4,전시홀 5",(사)한국로봇산업협회,"한국로봇산업협회, 한국로봇산업진흥원, 제어로봇시스템학회, 한국드론산업진흥협회		",02-780-3074,02-780-3062,info@robotworld.or.kr,www.robotworld.or.kr
1147,1147,전시회,2016,2016 말산업박람회,2016.10.13~2016.10.16,2016-10-13,2016-10-16,전시홀 9A,농림축산식품부,한국마사회,02-332-3155,--,horseexpo@naver.com,www.horse-expo.kr
1148,1148,전시회,2016,2016 말문화 박람회,2016.10.13~2016.10.16,2016-10-13,2016-10-16,전시홀 9B,농림축산식품부,한국마사회,02-332-3155,--,horseexpo@naver.com,www.horse-expo.kr
1149,1149,전시회,2016,2016 말산업박람회,2016.10.13~2016.10.16,2016-10-13,2016-10-16,,농림축산식품부,한국마사회,02-332-3155,--,horseexpo@naver.com,www.horse-expo.kr
1150,1150,전시회,2016,2016 말산업박람회,2016.10.13~2016.10.16,2016-10-13,2016-10-16,,농림축산식품부,한국마사회,02-332-3155,--,horseexpo@naver.com,www.horse-expo.kr
1151,1151,전시회,2016,2016 대한민국행복교육박람회,2016.10.20~2016.10.22,2016-10-20,2016-10-22,"전시홀 7B,전시홀 8,전시홀 9,전시홀 10",교육부,"한국교육개발원, 울산광역시교육청, KBS",6222-6060-,203-6133-,choewh31@naver.com,www.happyedufair.or.kr
1152,1152,전시회,2016,대한민국우수상품전시회,2016.10.26~2016.10.29,2016-10-26,2016-10-29,"전시홀 2,전시홀 3,전시홀 4,전시홀 5",경기중소기업종합지원센터,"경기중소기업종합지원센터, KOTRA		",031-259-6531,031-259-6539,yuson@gsbc.or.kr,www.gfair.or.kr
1153,1153,전시회,2016,2016 소프트웨어 교육 페스티벌,2016.10.28~2016.10.29,2016-10-28,2016-10-29,전시홀 10,교육부/미래창조과학부,한국과학창의재단,02-559-3826,02-555-2355,proarm@kofac.re.kr,www.software.kr/sweduweek
1154,1154,전시회,2016,한국 폴리텍 EXPO,2016.11.02~2016.11.03,2016-11-02,2016-11-03,전시홀 5,한국폴리텍대학,"고용노동부, 한국폴리텍대학",02-907-4861~4862,02-907-4858,polytechexpo@naver.com,www.polytechexpo.com
1155,1155,전시회,2016,SENDEX 2016,2016.11.03~2016.11.05,2016-11-03,2016-11-05,"전시홀 2,전시홀 3",킨텍스,"킨텍스 ",031-995-8048,02-995-8088,sendex@kintex.com,www.sendex.co.kr
1156,1156,전시회,2016,2016 대한민국 에너지대전,2016.11.08~2016.11.11,2016-11-08,2016-11-11,"전시홀 2,전시홀 3",산업통상자원부,한국에너지공단,031-260-4398,031-260-4388,smk@energy.or.kr,http://www.koreaenergyshow.or.kr
1157,1157,전시회,2016,디자인코리아,2016.11.09~2016.11.13,2016-11-09,2016-11-13,"전시홀 4,전시홀 5",한국디자인진흥원,한국디자인진흥원		,--,--,designkorea@kidp.or.kr,www.designkorea.or.kr
1158,1158,전시회,2016,2016 공학교육페스티벌,2016.11.10~2016.11.11,2016-11-10,2016-11-11,전시홀 7,산업통상자원부,"한국산업기술진흥원, 공학교육혁신협의회",02-6009-3231~3218,02-6009-3279,e2festa@e2festa.kr,www.e2festa.kr
1159,1159,전시회,2016,"2016 대한민국 무형문화재대전<br>제41회 대한민국전승공예대전, 제46회 대한민국공예품대전",2016.11.11~2016.11.13,2016-11-11,2016-11-13,전시홀 1,한국문화재재단,한국문화재재단,02-3011-2164,02-566-6315,sagstar@chf.or.kr,www.chf.or.kr/
1160,1160,전시회,2016,"2016 대한민국 무형문화재대전<br>제41회 대한민국전승공예대전, 제46회 대한민국공예품대전",2016.11.11~2016.11.13,2016-11-11,2016-11-13,,한국문화재재단,한국문화재재단,02-3011-2161,--,sagstar@chf.or.kr,
1161,1161,전시회,2016,2016 국민대학교 캡스톤 디자인 경진대회,2016.11.14~2016.11.14,2016-11-14,2016-11-14,전시홀 10A,"국민대학교 LINC사업단, 국민대학교 공학교육혁신센터",,02-910-6319,--,jg0214@kookmin.ac.kr,http://linc.kookmin.ac.kr/
1162,1162,전시회,2016," 2016 SBS골프 한국골프용품전",2016.11.17~2016.11.20,2016-11-17,2016-11-20,전시홀 10B,에스비에스골프,,02-6938-1476,02-2113-9555,,golf.sbs.co.kr
1163,1163,전시회,2016,2016 대한민국 과일산업대전,2016.11.18~2016.11.20,2016-11-18,2016-11-20,전시홀 10A,한국과수농업협동조합연합회,한국과수농협연합회		,054-534-8003,--,kfshow2016@hanmail.net,
1164,1164,전시회,2016,마이스타일트렌드페어 2016,2016.11.18~2016.11.20,2016-11-18,2016-11-20,전시홀 9,(주)성박,(주)성박,010-4273-6115,--,mstfair@naver.com,http://www.mstfair.kr/
1165,1165,전시회,2016,제23회 맘앤베이비엑스포 / 국제유아교육박람회,2016.11.24~2016.11.27,2016-11-24,2016-11-27,"전시홀 3,전시홀 4",(주)유아림,유아림		,02-2236-2771,02-523-7051,hy622@yuarim.com,http://www.momnbabyexpo.co.kr
1166,1166,전시회,2016,"제8회 대한민국 펫산업 박람회 : 2016 케이펫페어 ""일산""",2016.11.25~2016.11.27,2016-11-25,2016-11-27,"전시홀 7B,전시홀 8",(사)한국펫사료협회,㈜이상네트웍스,02-3397-0078,02-6455-0953,kpet@e-sang.net,www.k-pet.co.kr
1167,1167,전시회,2016,킨텍스 스푼 아트쇼 2016,2016.11.25~2016.12.04,2016-11-25,2016-12-04,전시홀 2,(주)킨텍스,,031-810-8157,031-810-8180,,http://k-spoonartshow.com/2016/
1168,1168,전시회,2016,2016 붐업코리아 수출상담회,2016.11.30~2016.11.30,2016-11-30,2016-11-30,,산업통상자원부,대한무역투자진흥공사,02-3460-3280,02-3460-7946,916585@kotra.or.kr,goo.gl/712OZE
1169,1169,전시회,2016,2016 붐업코리아 수출상담회,2016.11.30~2016.11.30,2016-11-30,2016-11-30,"전시홀 4,전시홀 5",산업통상자원부,대한무역투자진흥공사,02-3460-3280,02-3460-7946,916585@kotra.or.kr,goo.gl/712OZE
1170,1170,전시회,2016,2016 대한민국 유망프랜차이즈대전,2016.12.02~2016.12.04,2016-12-02,2016-12-04,전시홀 8A,중소기업청,소상공인시장진흥공단,042-363-7756,042-367-7700,jsj27@semas.or.kr,www.kofranchise.com
1171,1171,이벤트,2016,인텔 오버워치 APEX 시즌1 결승전,2016.12.03~2016.12.03,2016-12-03,2016-12-03,전시홀 8B,블리자드엔터테인먼트,"CJ E&M, OGN",02-371-9719,--,oseongkim@cj.net,http://program.interest.me/ongamenet/apex
1172,1172,전시회,2016,인사이드 핀테크 컨퍼런스 & 엑스포,2016.12.08~2016.12.09,2016-12-08,2016-12-09,"전시홀 6A,전시홀 6B",(주)킨텍스,"킨텍스, Rising Media		",031-995-8074,031-995-8083,insidefintech@kintex.com,www.insidefintech.co.kr
1173,1173,전시회,2016,2016 다문화 너나들이 축제,2016.12.09~2016.12.10,2016-12-09,2016-12-10,전시홀 3,교육부,경기도교육청,031-955-0409,--,bmc@bmcom.kr,"www.너나들이.kr "
1174,1174,전시회,2016,코리아 크리스마스 페어,2016.12.09~2016.12.18,2016-12-09,2016-12-18,"전시홀 7,전시홀 8A",(주)킨텍스,"킨텍스, 엑스포럼		",031-810-8182,031-810-8086,vanbs@kintex.com,www.christmasfair.co.kr
1175,1175,이벤트,2016,2016 이선희 The Great Concert - 고양,2016.12.17~2016.12.17,2016-12-17,2016-12-17,전시홀 3A,(주)쇼플레이,,0000-1588-5212,--,-,
1176,1176,이벤트,2016,2016 SHINHWA LIVE “UNCHANGING”,2016.12.17~2016.12.18,2016-12-17,2016-12-18,"전시홀 4A,전시홀 5",씨제이이앤엠 주식회사,,02-371-8380,--,-,
1177,1177,이벤트,2015,이민호 글로벌 투어,2015.01.03~2015.01.03,2015-01-03,2015-01-03,전시홀 3,(주)유포코리아,(주)유포코리아,070-8680-0973,02-3443-6046,"  ",http://www.leeminho2014.com/
1178,1178,전시회,2015,세계보안엑스포 2015,2015.03.18~2015.03.20,2015-03-18,2015-03-20,"전시홀 1,전시홀 2",보안뉴스(주),시큐리티월드/보안뉴스,02-719-6931,02-715-8245,,www.seconexpo.com
1179,1179,전시회,2015,2015 SBS골프 대한민국골프대전,2015.03.19~2015.03.22,2015-03-19,2015-03-22,"전시홀 3,전시홀 4",SBS골프,SBS골프,02-6938-1476,02-6938-1499,lake@sbs.co.kr,www.koreagolffair.com
1180,1180,전시회,2015,2015 스위트코리아_디저트&팬시푸드 페스티벌,2015.03.26~2015.03.29,2015-03-26,2015-03-29,"전시홀 7B,전시홀 8A","엑스포럼, 월간 COFFEE","엑스포럼, 월간 COFFEE",02-6000-6693,02-2051-3326,"info@sweetkorea.kr ",www.exporum.com
1181,1181,전시회,2015,2015 매경 창업 & 프랜차이즈 쇼,2015.03.26~2015.03.29,2015-03-26,2015-03-29,전시홀 7A,"매일경제, MBN",엑스포럼,02-6000-6693,02-2051-3326,startupkorea@naver.com,www.startupexpo.co.kr
1182,1182,전시회,2015,(상반기) 코베 임신·출산·유아교육박람회_식품특별전,2015.04.20~2015.04.26,2015-04-20,2015-04-26,,(주)이가전람,(주)이가전람,-7615,02-6409-7734,"cobe@cof.co.kr ",http://koreababyfair.co.kr/
1183,1183,전시회,2015,제7회 국제화학장치산업전,2015.04.21~2015.04.24,2015-04-21,2015-04-24,전시홀 4B,"㈜경연전람, 아이유뉴스㈜",㈜경연전람,02-785-4771,02-785-6117,hjpark@kyungyon.co.kr,www.koreachem.org
1184,1184,전시회,2015,제5회 국제의약품전,2015.04.21~2015.04.24,2015-04-21,2015-04-24,전시홀 4A,(주)경연전람,"(사)한국제약협회, ㈜경연전람",02-785-4771,02-785-6117,bluekyy@kyungyon.co.kr,www.kyungyon.co.kr
1185,1185,전시회,2015,제9회 국제연구·실험기자재 및 첨단분석장비전,2015.04.21~2015.04.24,2015-04-21,2015-04-24,전시홀 5,"㈜경연전람, (주)사이언스21",㈜경연전람,02-785-4771,02-785-6117,yjkim@kyungyon.co.kr,www.korealab.org
1186,1186,전시회,2015,제10회 제약·화장품기술전,2015.04.21~2015.04.24,2015-04-21,2015-04-24,전시홀 3,"(사)한국제약협회, ㈜경연전람",㈜경연전람,02-785-4771,02-785-6117,yjkim@kyungyon.co.kr,www.cophex.com
1187,1187,전시회,2015,2015 국제모션컨트롤전시회		,2015.04.22~2015.04.24,2015-04-22,2015-04-24,전시홀 8B,"월간모션컨트롤, ㈜케이와이엑스포",,02-780-4771,02-780-7228,bkkim@kyungyon.co.kr,www.motioncontrol.kr
1188,1188,전시회,2015,제38회 MBC 건축박람회/ 스포츠·레저산업박람회/디지털프린팅·사인엑스포/조명박람회/공공시설 및 조경박람회/가구엑스포/차·공예박람회/홈&리빙페어/판촉 및 선물용품박람회,2015.04.29~2015.05.02,2015-04-29,2015-05-02,"전시홀 1,전시홀 2,전시홀 3,전시홀 4,전시홀 5",(주)동아전람,(주) 동아전람,02-780-0366,02-780-0368,dongaf@naver.com,http://www.dong-afairs.co.kr/02_sub/2c_sub01.php
1189,1189,전시회,2015,플레이쇼 2015		,2015.05.02~2015.05.05,2015-05-02,2015-05-05,"전시홀 8A,전시홀 8B",한국산업전람(주),한국산업전람㈜		,031-380-6806~7,031-380-6808,playshow@kofair.com,http://www.playshow.kr/
1190,1190,전시회,2015,제 28회 세계 전기자동차 학술대회 및 전시회,2015.05.03~2015.05.06,2015-05-03,2015-05-06,전시홀 7,"세계전기자동차협회, 아시아태평양전기자동차협회",한국자동차학회,02-566-5920,02-566-6087,evs28@evs28.org,www.evs28.org
1191,1191,전시회,2015,2015 하나투어 여행박람회,2015.06.05~2015.06.07,2015-06-05,2015-06-07,"전시홀 7,전시홀 8",(주)하나투어,"㈜유니모토   ",070-4820-1636,02-6234-0417,ms@unimotto.co.kr,www.hits2015.co.kr
1192,1192,전시회,2015,"제20회 맘앤베이비엑스포 (국제임신출산_유아교육박람회) ",2015.06.25~2015.06.28,2015-06-25,2015-06-28,,(주)유아림,(주)유아림,02-2235-2716,02-523-7051,"expo@iyua.net  ",http://www.momnbabyexpo.co.kr
1193,1193,이벤트,2015,LOTTE BLACK SUPER SHOW,2015.07.23~2015.07.26,2015-07-23,2015-07-26,전시홀 10,롯데쇼핑(주),롯데쇼핑(주),031-995-7512~7515,--,,
1194,1194,전시회,2015,제5회 국제어린이박람회 및 초등교육전,2015.07.25~2015.07.28,2015-07-25,2015-07-28,,(주)홈덱스,중앙일보 미디어플러스,02-6309-1005,02-6309-1010,children@homdex.com,http://www.children-expo.co.kr/
1195,1195,전시회,2015,2015 미베 베이비엑스포/미베유아교육박람회,2015.08.06~2015.08.09,2015-08-06,2015-08-09,"전시홀 4,전시홀 5",미래전람,미래전람,02-2238-0345,02-2238-0348,"miraefairs@naver.com ",
1196,1196,전시회,2015,한국국제가구 및 인테리어산업대전		,2015.08.19~2015.08.23,2015-08-19,2015-08-23,"전시홀 2B,전시홀 3",대한가구산업협동조합연합회,,02-2215-8838,02-2215-9729,jeong5946@empal.com,www.kofurn.or.kr
1197,1197,전시회,2015,"제39회 MBC 건축박람회/냉·난방 및 건축설비박람회/스포츠·레저산업박람회/홈&리빙페어/판촉 및 선물용품박람회/차·공예박람회/상조산업박람회  ",2015.08.27~2015.08.30,2015-08-27,2015-08-30,"전시홀 1A,전시홀 2,전시홀 3,전시홀 4,전시홀 5",(주)동아전람,(주)동아전람,02-780-0366,02-780-0368,"dongaf@naver.com ","www.dong-afairs.co.kr  "
1198,1198,전시회,2015,2015 대한민국 축산물 브랜드 페스티벌,2015.09.03~2015.09.05,2015-09-03,2015-09-05,전시홀 1,농림축산식품부,"농업협동조합중앙회, (사)소비자시민모임",--,--,,www.klbf.kr
1199,1199,이벤트,2015,"2015 전국소상공인대회, 소상공인 기능경진대회",2015.09.10~2015.09.11,2015-09-10,2015-09-11,전시홀 3,소상공인시장진흥공단,소상공인시장진흥공단,--,--,,http://2015semasexpo.co.kr/
1200,1200,전시회,2015,친환경 에코쇼 / 제2인생설계.귀농귀촌박람회,2015.09.10~2015.09.12,2015-09-10,2015-09-12,전시홀 10B,에코쇼조직위원회<br>K-Farm 2015 조직위원회,"(주)대한이앤티  ",02-569-2112,02-569-7070,info@dhent.kr,"www.ecoshow.kr "
1201,1201,전시회,2015,국제병원의료산업박람회(K-Hospital 2015),2015.09.10~2015.09.13,2015-09-10,2015-09-13,"전시홀 7,전시홀 8A","대한병원협회 ","(주)이상네트웍스, 미래의료산업협의회",02-3397-0498,02-3397-0942,fair3@e-sang.net,"http://khospital.org  "
1202,1202,이벤트,2015,제32회 전국장애인기능경기대회,2015.09.15~2015.09.18,2015-09-15,2015-09-18,전시홀 8,한국장애인고용공단,,031-728-7038,--,,
1203,1203,전시회,2015,(하반기) 코베 임신·출산·유아교육박람회,2015.10.01~2015.10.04,2015-10-01,2015-10-04,"전시홀 4,전시홀 5",(주)이가전람,(주)이가전람,-7615,02-6409-7734,"cobe@cof.co.kr  ","http://cobe.co.kr/   "
1204,1204,전시회,2015,2015 호텔&레스토랑 산업전,2015.10.07~2015.10.10,2015-10-07,2015-10-10,전시홀 7,"㈜미래전람, 월간)호텔&레스토랑",,02-2238-0346,02-2238-0348,horex2014@naver.com,www.horex.co.kr
1205,1205,전시회,2015,2015 카페&베이커리 페어,2015.10.07~2015.10.10,2015-10-07,2015-10-10,전시홀 8A,주식회사 미래전람,,02-2238-0346,02-2238-0348,,www.cafenbakeryfair.com
1206,1206,전시회,2015,2015 프랜차이즈 창업박람회 WINWIN,2015.10.22~2015.10.24,2015-10-22,2015-10-24,전시홀 1A,주식회사 가나전람,,02-1644-6227,02-863-6227,ir@ganafair.com,www.wfair.co.kr
1207,1207,이벤트,2015,2015 피닉스 섬머페스티벌 (다트 월드 챔피언십),2015.10.23~2015.10.25,2015-10-23,2015-10-25,전시홀 9B,(주)홍인터내셔날,,02-6124-6724,02-6124-6759,,http://www.phoenixdart.com/summerfestival/2015
